participant,psy_group,d_age_1,d_gender_1,d_gender_other,d_vr_experience_1,d_vis_impairment_1,d_vis_impairment_2,d_vis_impairment_3,d_vis_impairment_4,d_vis_impairment_5,d_vis_impairment_6,d_vis_impairment_other_6,walking_time_1,walking_score_1,joystick_time_1,joystick_score_1,j_clarity_1,j_difficulty_1,j_navigation_1,j_recall_time_1,j_strategy_1,w_clarity_1,w_difficulty_1,w_navigation_1,w_memory_time_1,w_strategy_1,p_q1_1,p_q2_1,p_q3_1,p_q4_1,p_q5_1,p_q6_1,p_q7_1,p_q8_1,p_q9_1,p_q10_1,p_q11_1,presence_overall_1,v_questions_1,v_questions_2,v_questions_3,v_questions_4,v_questions_5,v_questions_6,v_questions_7,v_questions_8,v_questions_9,v_questions_10,v_questions_11,v_questions_12,v_questions_13,v_questions_14,v_questions_15,CLIENT_start,TIME_start,TIME_end,TIME_total
s.70efff8b-5c48-4281-ac88-7d07c2d6f8c8.txt,2,20,2,"",2,0,0,1,0,0,0,"","","",52.36,2,5,4,2,2,"I remembered it according to my starting position, left-front, left-back, right-front and right-back and I associated each position with shape (pyramid/cube) and color(red/green/yellow) and kept reciting it my head again and agian till the next main task was supposed to happen.","","","","","",6,4,5,3,6,6,6,6,7,3,4,5.09,1,0,1,1,1,0,0,2,1,2,0,2,2,0,0,2024-09-23-19-58,2024-10-23-16-28,2024-10-23-16-40,12
s.65dbcefb-afa4-414e-acaf-d3ca32a74d8f.txt,1,20,1,"",1,0,0,1,0,0,0,"",44.73,4,"","","","","","","",5,2,3,2,I tried to remember the order in which objects were placed from left to right along with their colours and shapes. Also if there were two similar colour objects i tried to remember their position too for simplicity.,7,6,5,6,7,6,7,5,6,6,7,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-24-21-08,2024-10-24-17-38,2024-10-24-17-54,16
s.9e47b9e0-2f23-4074-b4b3-75de60adeb89.txt,1,19,2,"",2,0,0,0,0,0,0,"",31.95,4,"","","","","","","",5,1,4,2,I just remembered the objects sequentially along with their colors and spots,7,5,5,5,6,5,7,7,6,7,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-24-20-06,2024-10-24-16-36,2024-10-24-16-47,11
s.a3322f72-0937-446c-9173-51901bba8bcb.txt,1,20,2,"",2,0,0,1,0,0,0,"",23.64,4,"","","","","","","",5,1,2,3,"Pointing to the objects and remembering the order(Green Cube, Blue Cube, Yellow Cube and Yellow Pyramid) and revising it 3-5 times.",6,6,7,6,7,7,7,6,7,6,6,6.45,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024-09-24-23-41,2024-10-24-20-11,2024-10-24-20-25,14
s.856ff9b6-72bb-4a79-bfe9-48e092cddba3.txt,1,18,2,"",2,0,0,0,1,0,0,"",65.28,4,"","","","","","","",5,1,4,3,"i remembered the colours from my left to right. There was only one box and 3 pyramids, so it was easy to remember.",7,5,7,5,7,7,6,7,7,1,6,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-23-21-43,2024-10-23-18-13,2024-10-23-18-29,16
s.a2ad0cfb-be09-43ea-a2d1-11965556b6a0.txt,2,19,2,"",2,0,0,1,0,0,0,"","","",73.43,2,4,3,2,2,i remembered the color order of the objects and then their shape order. also my position was a little different from where i ended the test so i got bit confused.,"","","","","",7,5,5,5,7,6,7,7,7,5,6,6.09,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2024-09-24-20-32,2024-10-24-17-02,2024-10-24-17-14,12
s.7a876f5b-4ca3-4bfb-b695-1eb8406ff965.txt,2,20,2,"",2,0,0,1,0,0,0,"","","",246.0,1,2,2,4,2,I memorised the color - shape combinations. But forgot about order / which table each was on. Not sure if i didnt understand properly or it wasnt explained well,"","","","","",5,3,5,6,7,6,7,6,6,6,3,5.45,0,0,0,1,2,2,0,0,2,0,0,0,1,0,0,2024-09-23-23-34,2024-10-23-20-04,2024-10-23-20-21,17
s.6d962114-be55-4c32-a8bf-6491b0f23ccf.txt,2,20,2,"",1,0,0,1,0,0,0,"","","",103.9,0,5,2,4,2,remeber the first color and then remember them according to the that position,"","","","","",7,7,6,7,7,6,7,6,7,7,7,6.73,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2024-09-24-22-20,2024-10-24-18-50,2024-10-24-19-05,15
s.118a43fc-d6f7-45a3-8f48-08426f9a57d5.txt,2,20,2,"",2,0,0,0,0,0,0,"","","",80.18,4,5,3,2,2,I remebered the colors and started recalling them in an order making the board as center and shapes as patterns of opposite.,"","","","","",4,5,3,5,3,5,5,4,5,4,4,4.27,1,1,2,2,1,0,1,2,0,1,0,1,2,2,0,2024-09-24-21-35,2024-10-24-18-05,2024-10-24-18-20,15
s.bfeed3ca-363d-4e85-8e19-d6620daeebb0.txt,1,19,1,"",1,0,0,1,0,0,0,"",35.56,4,"","","","","","","",5,1,4,2,"Initially in the tutorial, the object that I picked and kept behind the black box was the same object that was placed at that table for the recall task and i then memorised the colours, shapes and remembered them in a counterclockwise manner and picked up one object at a time.",6,7,7,6,7,7,5,4,5,6,7,6.09,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2024-09-23-20-43,2024-10-23-17-13,2024-10-23-17-27,14
