version: 3.4.6
l: w_difficulty
stime: 2024-11-05-17-44
T: 80004
t: radio
a: 1
l: w_navigation
stime: 2024-11-05-17-44
T: 80004
t: radio
a: 4
l: w_memory_time
stime: 2024-11-05-17-44
T: 80004
t: radio
a: 2
l: w_strategy
stime: 2024-11-05-17-44
T: 80004
t: textbox
a: saw them 2-3 times to retain
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q5
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q5
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q6
stime: 2024-11-05-17-46
T: 86035
t: range
a: 4
s: 4
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q5
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q6
stime: 2024-11-05-17-46
T: 86035
t: range
a: 4
s: 4
l: p_q7
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q5
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q6
stime: 2024-11-05-17-46
T: 86035
t: range
a: 4
s: 4
l: p_q7
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q8
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q5
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q6
stime: 2024-11-05-17-46
T: 86035
t: range
a: 4
s: 4
l: p_q7
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q8
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q9
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q5
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q6
stime: 2024-11-05-17-46
T: 86035
t: range
a: 4
s: 4
l: p_q7
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q8
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q9
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q10
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_begin
stime: 2024-11-05-17-46
T: 86035
t: info
l: p_q1
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q2
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q3
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q4
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q5
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q6
stime: 2024-11-05-17-46
T: 86035
t: range
a: 4
s: 4
l: p_q7
stime: 2024-11-05-17-46
T: 86035
t: range
a: 6
s: 6
l: p_q8
stime: 2024-11-05-17-46
T: 86035
t: range
a: 5
s: 5
l: p_q9
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q10
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: p_q11
stime: 2024-11-05-17-46
T: 86035
t: range
a: 7
s: 7
l: presence_overall
stime: 2024-11-05-17-46
t: set
a: 6.18
l: v_begin
stime: 2024-11-05-17-46
T: 27475
t: info
l: v_begin
stime: 2024-11-05-17-46
T: 27475
t: info
l: v_questions
stime: 2024-11-05-17-46
T: 27475
t: scale
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 2
s: 1
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
a: 1
s: 0
endcode: 
end 2024-11-05-17-46
